cd_ibge,nm_municipio,nm_uf,cd_uf,bl_capital,regiao_uf,lat_municipio,long_municipio,lat_long_municipio,lat_central_uf,long_central_uf,lat_long_central_uf
3525508,Joanopolis,São Paulo,SP,False,Sudeste,-22.927,-46.2741,"-22.927,-46.2741",-23.55,-46.64,"-23.55,-46.64"
3525607,Joao Ramalho,São Paulo,SP,False,Sudeste,-22.2473,-50.7694,"-22.2473,-50.7694",-23.55,-46.64,"-23.55,-46.64"
3525706,Jose Bonifacio,São Paulo,SP,False,Sudeste,-21.0551,-49.6892,"-21.0551,-49.6892",-23.55,-46.64,"-23.55,-46.64"
3525805,Julio Mesquita,São Paulo,SP,False,Sudeste,-22.0112,-49.7873,"-22.0112,-49.7873",-23.55,-46.64,"-23.55,-46.64"
3525854,Jumirim,São Paulo,SP,False,Sudeste,-23.0884,-47.7868,"-23.0884,-47.7868",-23.55,-46.64,"-23.55,-46.64"
3525904,Jundiai,São Paulo,SP,False,Sudeste,-23.1852,-46.8974,"-23.1852,-46.8974",-23.55,-46.64,"-23.55,-46.64"
3526001,Junqueiropolis,São Paulo,SP,False,Sudeste,-21.5103,-51.4342,"-21.5103,-51.4342",-23.55,-46.64,"-23.55,-46.64"
3526100,Juquia,São Paulo,SP,False,Sudeste,-24.3101,-47.6426,"-24.3101,-47.6426",-23.55,-46.64,"-23.55,-46.64"
3526209,Juquitiba,São Paulo,SP,False,Sudeste,-23.9244,-47.0653,"-23.9244,-47.0653",-23.55,-46.64,"-23.55,-46.64"
3526308,Lagoinha,São Paulo,SP,False,Sudeste,-23.0846,-45.1944,"-23.0846,-45.1944",-23.55,-46.64,"-23.55,-46.64"
3526407,Laranjal Paulista,São Paulo,SP,False,Sudeste,-23.0506,-47.8375,"-23.0506,-47.8375",-23.55,-46.64,"-23.55,-46.64"
3526506,Lavinia,São Paulo,SP,False,Sudeste,-21.1639,-51.0412,"-21.1639,-51.0412",-23.55,-46.64,"-23.55,-46.64"
3526605,Lavrinhas,São Paulo,SP,False,Sudeste,-22.57,-44.9024,"-22.57,-44.9024",-23.55,-46.64,"-23.55,-46.64"
3526704,Leme,São Paulo,SP,False,Sudeste,-22.1809,-47.3841,"-22.1809,-47.3841",-23.55,-46.64,"-23.55,-46.64"
3526803,Lencois Paulista,São Paulo,SP,False,Sudeste,-22.6027,-48.8037,"-22.6027,-48.8037",-23.55,-46.64,"-23.55,-46.64"
3526902,Limeira,São Paulo,SP,False,Sudeste,-22.566,-47.397,"-22.566,-47.397",-23.55,-46.64,"-23.55,-46.64"
3527009,Lindoia,São Paulo,SP,False,Sudeste,-22.5226,-46.65,"-22.5226,-46.65",-23.55,-46.64,"-23.55,-46.64"
3527108,Lins,São Paulo,SP,False,Sudeste,-21.6718,-49.7526,"-21.6718,-49.7526",-23.55,-46.64,"-23.55,-46.64"
3527207,Lorena,São Paulo,SP,False,Sudeste,-22.7334,-45.1197,"-22.7334,-45.1197",-23.55,-46.64,"-23.55,-46.64"
3527256,Lourdes,São Paulo,SP,False,Sudeste,-20.966,-50.2263,"-20.966,-50.2263",-23.55,-46.64,"-23.55,-46.64"
3527306,Louveira,São Paulo,SP,False,Sudeste,-23.0856,-46.9484,"-23.0856,-46.9484",-23.55,-46.64,"-23.55,-46.64"
3527405,Lucelia,São Paulo,SP,False,Sudeste,-21.7182,-51.0215,"-21.7182,-51.0215",-23.55,-46.64,"-23.55,-46.64"
3527504,Lucianopolis,São Paulo,SP,False,Sudeste,-22.4294,-49.522,"-22.4294,-49.522",-23.55,-46.64,"-23.55,-46.64"
3527603,Luis Antonio,São Paulo,SP,False,Sudeste,-21.55,-47.7801,"-21.55,-47.7801",-23.55,-46.64,"-23.55,-46.64"
3527702,Luiziania,São Paulo,SP,False,Sudeste,-21.6737,-50.3294,"-21.6737,-50.3294",-23.55,-46.64,"-23.55,-46.64"
3527801,Lupercio,São Paulo,SP,False,Sudeste,-22.4146,-49.818,"-22.4146,-49.818",-23.55,-46.64,"-23.55,-46.64"
3527900,Lutecia,São Paulo,SP,False,Sudeste,-22.3384,-50.394,"-22.3384,-50.394",-23.55,-46.64,"-23.55,-46.64"
3528007,Macatuba,São Paulo,SP,False,Sudeste,-22.5002,-48.7102,"-22.5002,-48.7102",-23.55,-46.64,"-23.55,-46.64"
3528106,Macaubal,São Paulo,SP,False,Sudeste,-20.8022,-49.9687,"-20.8022,-49.9687",-23.55,-46.64,"-23.55,-46.64"
3528205,Macedonia,São Paulo,SP,False,Sudeste,-20.1444,-50.1973,"-20.1444,-50.1973",-23.55,-46.64,"-23.55,-46.64"
3528304,Magda,São Paulo,SP,False,Sudeste,-20.6445,-50.2305,"-20.6445,-50.2305",-23.55,-46.64,"-23.55,-46.64"
3528403,Mairinque,São Paulo,SP,False,Sudeste,-23.5398,-47.185,"-23.5398,-47.185",-23.55,-46.64,"-23.55,-46.64"
3528502,Mairipora,São Paulo,SP,False,Sudeste,-23.3171,-46.5897,"-23.3171,-46.5897",-23.55,-46.64,"-23.55,-46.64"
3528601,Manduri,São Paulo,SP,False,Sudeste,-23.0056,-49.3202,"-23.0056,-49.3202",-23.55,-46.64,"-23.55,-46.64"
3528700,Maraba Paulista,São Paulo,SP,False,Sudeste,-22.1068,-51.9617,"-22.1068,-51.9617",-23.55,-46.64,"-23.55,-46.64"
3528809,Maracai,São Paulo,SP,False,Sudeste,-22.6149,-50.6713,"-22.6149,-50.6713",-23.55,-46.64,"-23.55,-46.64"
3528858,Marapoama,São Paulo,SP,False,Sudeste,-21.2587,-49.13,"-21.2587,-49.13",-23.55,-46.64,"-23.55,-46.64"
3528908,Mariapolis,São Paulo,SP,False,Sudeste,-21.7959,-51.1824,"-21.7959,-51.1824",-23.55,-46.64,"-23.55,-46.64"
3529005,Marilia,São Paulo,SP,False,Sudeste,-22.2171,-49.9501,"-22.2171,-49.9501",-23.55,-46.64,"-23.55,-46.64"
3529104,Marinopolis,São Paulo,SP,False,Sudeste,-20.4389,-50.8254,"-20.4389,-50.8254",-23.55,-46.64,"-23.55,-46.64"
3529203,Martinopolis,São Paulo,SP,False,Sudeste,-22.1462,-51.1709,"-22.1462,-51.1709",-23.55,-46.64,"-23.55,-46.64"
3529302,Matao,São Paulo,SP,False,Sudeste,-21.6025,-48.364,"-21.6025,-48.364",-23.55,-46.64,"-23.55,-46.64"
3529401,Maua,São Paulo,SP,False,Sudeste,-23.6677,-46.4613,"-23.6677,-46.4613",-23.55,-46.64,"-23.55,-46.64"
3529500,Mendonca,São Paulo,SP,False,Sudeste,-21.1757,-49.5791,"-21.1757,-49.5791",-23.55,-46.64,"-23.55,-46.64"
3529609,Meridiano,São Paulo,SP,False,Sudeste,-20.3579,-50.1811,"-20.3579,-50.1811",-23.55,-46.64,"-23.55,-46.64"
3529658,Mesopolis,São Paulo,SP,False,Sudeste,-19.9684,-50.6326,"-19.9684,-50.6326",-23.55,-46.64,"-23.55,-46.64"
3529708,Miguelopolis,São Paulo,SP,False,Sudeste,-20.1796,-48.031,"-20.1796,-48.031",-23.55,-46.64,"-23.55,-46.64"
3529807,Mineiros Do Tiete,São Paulo,SP,False,Sudeste,-22.412,-48.451,"-22.412,-48.451",-23.55,-46.64,"-23.55,-46.64"
3530003,Mira Estrela,São Paulo,SP,False,Sudeste,-19.9789,-50.139,"-19.9789,-50.139",-23.55,-46.64,"-23.55,-46.64"
3529906,Miracatu,São Paulo,SP,False,Sudeste,-24.2766,-47.4625,"-24.2766,-47.4625",-23.55,-46.64,"-23.55,-46.64"
3530102,Mirandopolis,São Paulo,SP,False,Sudeste,-21.1313,-51.1035,"-21.1313,-51.1035",-23.55,-46.64,"-23.55,-46.64"
3530201,Mirante Do Paranapanema,São Paulo,SP,False,Sudeste,-22.2904,-51.9084,"-22.2904,-51.9084",-23.55,-46.64,"-23.55,-46.64"
3530300,Mirassol,São Paulo,SP,False,Sudeste,-20.8169,-49.5206,"-20.8169,-49.5206",-23.55,-46.64,"-23.55,-46.64"
3530409,Mirassolandia,São Paulo,SP,False,Sudeste,-20.6179,-49.4617,"-20.6179,-49.4617",-23.55,-46.64,"-23.55,-46.64"
3530508,Mococa,São Paulo,SP,False,Sudeste,-21.4647,-47.0024,"-21.4647,-47.0024",-23.55,-46.64,"-23.55,-46.64"
3530607,Mogi Das Cruzes,São Paulo,SP,False,Sudeste,-23.5208,-46.1854,"-23.5208,-46.1854",-23.55,-46.64,"-23.55,-46.64"
3530706,Mogi Guacu,São Paulo,SP,False,Sudeste,-22.3675,-46.9428,"-22.3675,-46.9428",-23.55,-46.64,"-23.55,-46.64"
3530805,Mogi Mirim,São Paulo,SP,False,Sudeste,-22.4332,-46.9532,"-22.4332,-46.9532",-23.55,-46.64,"-23.55,-46.64"
3530904,Mombuca,São Paulo,SP,False,Sudeste,-22.9285,-47.559,"-22.9285,-47.559",-23.55,-46.64,"-23.55,-46.64"
3531001,Moncoes,São Paulo,SP,False,Sudeste,-20.8509,-50.0975,"-20.8509,-50.0975",-23.55,-46.64,"-23.55,-46.64"
3531100,Mongagua,São Paulo,SP,False,Sudeste,-24.0809,-46.6265,"-24.0809,-46.6265",-23.55,-46.64,"-23.55,-46.64"
3531209,Monte Alegre Do Sul,São Paulo,SP,False,Sudeste,-22.6817,-46.681,"-22.6817,-46.681",-23.55,-46.64,"-23.55,-46.64"
3531308,Monte Alto,São Paulo,SP,False,Sudeste,-21.2655,-48.4971,"-21.2655,-48.4971",-23.55,-46.64,"-23.55,-46.64"
3531407,Monte Aprazivel,São Paulo,SP,False,Sudeste,-20.768,-49.7184,"-20.768,-49.7184",-23.55,-46.64,"-23.55,-46.64"
3531506,Monte Azul Paulista,São Paulo,SP,False,Sudeste,-20.9065,-48.6387,"-20.9065,-48.6387",-23.55,-46.64,"-23.55,-46.64"
3531605,Monte Castelo,São Paulo,SP,False,Sudeste,-21.2981,-51.5679,"-21.2981,-51.5679",-23.55,-46.64,"-23.55,-46.64"
3531803,Monte Mor,São Paulo,SP,False,Sudeste,-22.945,-47.3122,"-22.945,-47.3122",-23.55,-46.64,"-23.55,-46.64"
3531704,Monteiro Lobato,São Paulo,SP,False,Sudeste,-22.9544,-45.8407,"-22.9544,-45.8407",-23.55,-46.64,"-23.55,-46.64"
3531902,Morro Agudo,São Paulo,SP,False,Sudeste,-20.7288,-48.0581,"-20.7288,-48.0581",-23.55,-46.64,"-23.55,-46.64"
3532009,Morungaba,São Paulo,SP,False,Sudeste,-22.8811,-46.7896,"-22.8811,-46.7896",-23.55,-46.64,"-23.55,-46.64"
3532058,Motuca,São Paulo,SP,False,Sudeste,-21.5103,-48.1538,"-21.5103,-48.1538",-23.55,-46.64,"-23.55,-46.64"
3532108,Murutinga Do Sul,São Paulo,SP,False,Sudeste,-20.9908,-51.2774,"-20.9908,-51.2774",-23.55,-46.64,"-23.55,-46.64"
3532157,Nantes,São Paulo,SP,False,Sudeste,-22.6156,-51.24,"-22.6156,-51.24",-23.55,-46.64,"-23.55,-46.64"
3532207,Narandiba,São Paulo,SP,False,Sudeste,-22.4057,-51.5274,"-22.4057,-51.5274",-23.55,-46.64,"-23.55,-46.64"
3532306,Natividade Da Serra,São Paulo,SP,False,Sudeste,-23.3707,-45.4468,"-23.3707,-45.4468",-23.55,-46.64,"-23.55,-46.64"
3532405,Nazare Paulista,São Paulo,SP,False,Sudeste,-23.1747,-46.3983,"-23.1747,-46.3983",-23.55,-46.64,"-23.55,-46.64"
3532504,Neves Paulista,São Paulo,SP,False,Sudeste,-20.843,-49.6358,"-20.843,-49.6358",-23.55,-46.64,"-23.55,-46.64"
3532603,Nhandeara,São Paulo,SP,False,Sudeste,-20.6945,-50.0436,"-20.6945,-50.0436",-23.55,-46.64,"-23.55,-46.64"
3532702,Nipoa,São Paulo,SP,False,Sudeste,-20.9114,-49.7833,"-20.9114,-49.7833",-23.55,-46.64,"-23.55,-46.64"
3532801,Nova Alianca,São Paulo,SP,False,Sudeste,-21.0156,-49.4986,"-21.0156,-49.4986",-23.55,-46.64,"-23.55,-46.64"
3532827,Nova Campina,São Paulo,SP,False,Sudeste,-24.1224,-48.9022,"-24.1224,-48.9022",-23.55,-46.64,"-23.55,-46.64"
3532843,Nova Canaa Paulista,São Paulo,SP,False,Sudeste,-20.3836,-50.9483,"-20.3836,-50.9483",-23.55,-46.64,"-23.55,-46.64"
3532868,Nova Castilho,São Paulo,SP,False,Sudeste,-20.7615,-50.3477,"-20.7615,-50.3477",-23.55,-46.64,"-23.55,-46.64"
3532900,Nova Europa,São Paulo,SP,False,Sudeste,-21.7765,-48.5705,"-21.7765,-48.5705",-23.55,-46.64,"-23.55,-46.64"
3533007,Nova Granada,São Paulo,SP,False,Sudeste,-20.5321,-49.3123,"-20.5321,-49.3123",-23.55,-46.64,"-23.55,-46.64"
3533106,Nova Guataporanga,São Paulo,SP,False,Sudeste,-21.332,-51.6447,"-21.332,-51.6447",-23.55,-46.64,"-23.55,-46.64"
3533205,Nova Independencia,São Paulo,SP,False,Sudeste,-21.1026,-51.4905,"-21.1026,-51.4905",-23.55,-46.64,"-23.55,-46.64"
3533304,Nova Luzitania,São Paulo,SP,False,Sudeste,-20.856,-50.2617,"-20.856,-50.2617",-23.55,-46.64,"-23.55,-46.64"
3533403,Nova Odessa,São Paulo,SP,False,Sudeste,-22.7832,-47.2941,"-22.7832,-47.2941",-23.55,-46.64,"-23.55,-46.64"
3533254,Novais,São Paulo,SP,False,Sudeste,-20.9893,-48.9141,"-20.9893,-48.9141",-23.55,-46.64,"-23.55,-46.64"
3533502,Novo Horizonte,São Paulo,SP,False,Sudeste,-21.4651,-49.2234,"-21.4651,-49.2234",-23.55,-46.64,"-23.55,-46.64"
3533601,Nuporanga,São Paulo,SP,False,Sudeste,-20.7296,-47.7429,"-20.7296,-47.7429",-23.55,-46.64,"-23.55,-46.64"
3533700,Ocaucu,São Paulo,SP,False,Sudeste,-22.438,-49.922,"-22.438,-49.922",-23.55,-46.64,"-23.55,-46.64"
3533809,Oleo,São Paulo,SP,False,Sudeste,-22.9435,-49.3419,"-22.9435,-49.3419",-23.55,-46.64,"-23.55,-46.64"
3533908,Olimpia,São Paulo,SP,False,Sudeste,-20.7366,-48.9106,"-20.7366,-48.9106",-23.55,-46.64,"-23.55,-46.64"
3534005,Onda Verde,São Paulo,SP,False,Sudeste,-20.6042,-49.2929,"-20.6042,-49.2929",-23.55,-46.64,"-23.55,-46.64"
3534104,Oriente,São Paulo,SP,False,Sudeste,-22.1549,-50.0971,"-22.1549,-50.0971",-23.55,-46.64,"-23.55,-46.64"
3534203,Orindiuva,São Paulo,SP,False,Sudeste,-20.1861,-49.3464,"-20.1861,-49.3464",-23.55,-46.64,"-23.55,-46.64"
3534302,Orlandia,São Paulo,SP,False,Sudeste,-20.7169,-47.8852,"-20.7169,-47.8852",-23.55,-46.64,"-23.55,-46.64"
3534401,Osasco,São Paulo,SP,False,Sudeste,-23.5324,-46.7916,"-23.5324,-46.7916",-23.55,-46.64,"-23.55,-46.64"
3534500,Oscar Bressane,São Paulo,SP,False,Sudeste,-22.3149,-50.2811,"-22.3149,-50.2811",-23.55,-46.64,"-23.55,-46.64"
3534609,Osvaldo Cruz,São Paulo,SP,False,Sudeste,-21.7968,-50.8793,"-21.7968,-50.8793",-23.55,-46.64,"-23.55,-46.64"
3534708,Ourinhos,São Paulo,SP,False,Sudeste,-22.9797,-49.8697,"-22.9797,-49.8697",-23.55,-46.64,"-23.55,-46.64"
3534807,Ouro Verde,São Paulo,SP,False,Sudeste,-21.4872,-51.7024,"-21.4872,-51.7024",-23.55,-46.64,"-23.55,-46.64"
3534757,Ouroeste,São Paulo,SP,False,Sudeste,-20.0061,-50.3768,"-20.0061,-50.3768",-23.55,-46.64,"-23.55,-46.64"
3534906,Pacaembu,São Paulo,SP,False,Sudeste,-21.5627,-51.2654,"-21.5627,-51.2654",-23.55,-46.64,"-23.55,-46.64"
3535002,Palestina,São Paulo,SP,False,Sudeste,-20.39,-49.4309,"-20.39,-49.4309",-23.55,-46.64,"-23.55,-46.64"
3535101,Palmares Paulista,São Paulo,SP,False,Sudeste,-21.0854,-48.8037,"-21.0854,-48.8037",-23.55,-46.64,"-23.55,-46.64"
3535200,Palmeira D'Oeste,São Paulo,SP,False,Sudeste,-20.4148,-50.7632,"-20.4148,-50.7632",-23.55,-46.64,"-23.55,-46.64"
3535309,Palmital,São Paulo,SP,False,Sudeste,-22.7858,-50.218,"-22.7858,-50.218",-23.55,-46.64,"-23.55,-46.64"
3535408,Panorama,São Paulo,SP,False,Sudeste,-21.354,-51.8562,"-21.354,-51.8562",-23.55,-46.64,"-23.55,-46.64"
3535507,Paraguacu Paulista,São Paulo,SP,False,Sudeste,-22.4114,-50.5732,"-22.4114,-50.5732",-23.55,-46.64,"-23.55,-46.64"
3535606,Paraibuna,São Paulo,SP,False,Sudeste,-23.3872,-45.6639,"-23.3872,-45.6639",-23.55,-46.64,"-23.55,-46.64"
3535705,Paraiso,São Paulo,SP,False,Sudeste,-21.0159,-48.7761,"-21.0159,-48.7761",-23.55,-46.64,"-23.55,-46.64"
3535804,Paranapanema,São Paulo,SP,False,Sudeste,-23.3862,-48.7214,"-23.3862,-48.7214",-23.55,-46.64,"-23.55,-46.64"
3535903,Paranapua,São Paulo,SP,False,Sudeste,-20.1048,-50.5886,"-20.1048,-50.5886",-23.55,-46.64,"-23.55,-46.64"
3536000,Parapua,São Paulo,SP,False,Sudeste,-21.7792,-50.7949,"-21.7792,-50.7949",-23.55,-46.64,"-23.55,-46.64"
3536109,Pardinho,São Paulo,SP,False,Sudeste,-23.0841,-48.3679,"-23.0841,-48.3679",-23.55,-46.64,"-23.55,-46.64"
3536208,Pariquera-Acu,São Paulo,SP,False,Sudeste,-24.7147,-47.8742,"-24.7147,-47.8742",-23.55,-46.64,"-23.55,-46.64"
3536257,Parisi,São Paulo,SP,False,Sudeste,-20.3034,-50.0163,"-20.3034,-50.0163",-23.55,-46.64,"-23.55,-46.64"
3536307,Patrocinio Paulista,São Paulo,SP,False,Sudeste,-20.6384,-47.2801,"-20.6384,-47.2801",-23.55,-46.64,"-23.55,-46.64"
3536406,Pauliceia,São Paulo,SP,False,Sudeste,-21.3153,-51.8321,"-21.3153,-51.8321",-23.55,-46.64,"-23.55,-46.64"
3536505,Paulinia,São Paulo,SP,False,Sudeste,-22.7542,-47.1488,"-22.7542,-47.1488",-23.55,-46.64,"-23.55,-46.64"
3536570,Paulistania,São Paulo,SP,False,Sudeste,-22.5768,-49.4008,"-22.5768,-49.4008",-23.55,-46.64,"-23.55,-46.64"
3536604,Paulo De Faria,São Paulo,SP,False,Sudeste,-20.0296,-49.4,"-20.0296,-49.4",-23.55,-46.64,"-23.55,-46.64"
3536703,Pederneiras,São Paulo,SP,False,Sudeste,-22.3511,-48.7781,"-22.3511,-48.7781",-23.55,-46.64,"-23.55,-46.64"
3536802,Pedra Bela,São Paulo,SP,False,Sudeste,-22.7902,-46.4455,"-22.7902,-46.4455",-23.55,-46.64,"-23.55,-46.64"
3536901,Pedranopolis,São Paulo,SP,False,Sudeste,-20.2474,-50.1129,"-20.2474,-50.1129",-23.55,-46.64,"-23.55,-46.64"
3537008,Pedregulho,São Paulo,SP,False,Sudeste,-20.2535,-47.4775,"-20.2535,-47.4775",-23.55,-46.64,"-23.55,-46.64"
3537107,Pedreira,São Paulo,SP,False,Sudeste,-22.7413,-46.8948,"-22.7413,-46.8948",-23.55,-46.64,"-23.55,-46.64"
3537156,Pedrinhas Paulista,São Paulo,SP,False,Sudeste,-22.8174,-50.7933,"-22.8174,-50.7933",-23.55,-46.64,"-23.55,-46.64"
3537206,Pedro De Toledo,São Paulo,SP,False,Sudeste,-24.2764,-47.2354,"-24.2764,-47.2354",-23.55,-46.64,"-23.55,-46.64"
3537305,Penapolis,São Paulo,SP,False,Sudeste,-21.4148,-50.0769,"-21.4148,-50.0769",-23.55,-46.64,"-23.55,-46.64"
3537404,Pereira Barreto,São Paulo,SP,False,Sudeste,-20.6368,-51.1123,"-20.6368,-51.1123",-23.55,-46.64,"-23.55,-46.64"
3537503,Pereiras,São Paulo,SP,False,Sudeste,-23.0804,-47.972,"-23.0804,-47.972",-23.55,-46.64,"-23.55,-46.64"
3537602,Peruibe,São Paulo,SP,False,Sudeste,-24.312,-47.0012,"-24.312,-47.0012",-23.55,-46.64,"-23.55,-46.64"
3537701,Piacatu,São Paulo,SP,False,Sudeste,-21.5921,-50.6003,"-21.5921,-50.6003",-23.55,-46.64,"-23.55,-46.64"
3537800,Piedade,São Paulo,SP,False,Sudeste,-23.7139,-47.4256,"-23.7139,-47.4256",-23.55,-46.64,"-23.55,-46.64"
3537909,Pilar Do Sul,São Paulo,SP,False,Sudeste,-23.8077,-47.7222,"-23.8077,-47.7222",-23.55,-46.64,"-23.55,-46.64"
3538006,Pindamonhangaba,São Paulo,SP,False,Sudeste,-22.9246,-45.4613,"-22.9246,-45.4613",-23.55,-46.64,"-23.55,-46.64"
3538105,Pindorama,São Paulo,SP,False,Sudeste,-21.1853,-48.9086,"-21.1853,-48.9086",-23.55,-46.64,"-23.55,-46.64"
3538204,Pinhalzinho,São Paulo,SP,False,Sudeste,-22.7811,-46.5897,"-22.7811,-46.5897",-23.55,-46.64,"-23.55,-46.64"
3538303,Piquerobi,São Paulo,SP,False,Sudeste,-21.8747,-51.7282,"-21.8747,-51.7282",-23.55,-46.64,"-23.55,-46.64"
3538501,Piquete,São Paulo,SP,False,Sudeste,-22.6069,-45.1869,"-22.6069,-45.1869",-23.55,-46.64,"-23.55,-46.64"
3538600,Piracaia,São Paulo,SP,False,Sudeste,-23.0525,-46.3594,"-23.0525,-46.3594",-23.55,-46.64,"-23.55,-46.64"
3538709,Piracicaba,São Paulo,SP,False,Sudeste,-22.7338,-47.6476,"-22.7338,-47.6476",-23.55,-46.64,"-23.55,-46.64"
3538808,Piraju,São Paulo,SP,False,Sudeste,-23.1981,-49.3803,"-23.1981,-49.3803",-23.55,-46.64,"-23.55,-46.64"
3538907,Pirajui,São Paulo,SP,False,Sudeste,-21.999,-49.4608,"-21.999,-49.4608",-23.55,-46.64,"-23.55,-46.64"
3539004,Pirangi,São Paulo,SP,False,Sudeste,-21.0886,-48.6607,"-21.0886,-48.6607",-23.55,-46.64,"-23.55,-46.64"
3539103,Pirapora Do Bom Jesus,São Paulo,SP,False,Sudeste,-23.3965,-46.9991,"-23.3965,-46.9991",-23.55,-46.64,"-23.55,-46.64"
3539202,Pirapozinho,São Paulo,SP,False,Sudeste,-22.2711,-51.4976,"-22.2711,-51.4976",-23.55,-46.64,"-23.55,-46.64"
3539301,Pirassununga,São Paulo,SP,False,Sudeste,-21.996,-47.4257,"-21.996,-47.4257",-23.55,-46.64,"-23.55,-46.64"
3539400,Piratininga,São Paulo,SP,False,Sudeste,-22.4142,-49.1339,"-22.4142,-49.1339",-23.55,-46.64,"-23.55,-46.64"
3539509,Pitangueiras,São Paulo,SP,False,Sudeste,-21.0132,-48.221,"-21.0132,-48.221",-23.55,-46.64,"-23.55,-46.64"
3539608,Planalto,São Paulo,SP,False,Sudeste,-21.0342,-49.933,"-21.0342,-49.933",-23.55,-46.64,"-23.55,-46.64"
3539707,Platina,São Paulo,SP,False,Sudeste,-22.6371,-50.2104,"-22.6371,-50.2104",-23.55,-46.64,"-23.55,-46.64"
3539806,Poa,São Paulo,SP,False,Sudeste,-23.5333,-46.3473,"-23.5333,-46.3473",-23.55,-46.64,"-23.55,-46.64"
3539905,Poloni,São Paulo,SP,False,Sudeste,-20.7829,-49.8258,"-20.7829,-49.8258",-23.55,-46.64,"-23.55,-46.64"
3540002,Pompeia,São Paulo,SP,False,Sudeste,-22.107,-50.176,"-22.107,-50.176",-23.55,-46.64,"-23.55,-46.64"
3540101,Pongai,São Paulo,SP,False,Sudeste,-21.7396,-49.3604,"-21.7396,-49.3604",-23.55,-46.64,"-23.55,-46.64"
3540200,Pontal,São Paulo,SP,False,Sudeste,-21.0216,-48.0423,"-21.0216,-48.0423",-23.55,-46.64,"-23.55,-46.64"
3540259,Pontalinda,São Paulo,SP,False,Sudeste,-20.4396,-50.5258,"-20.4396,-50.5258",-23.55,-46.64,"-23.55,-46.64"
3540309,Pontes Gestal,São Paulo,SP,False,Sudeste,-20.1727,-49.7064,"-20.1727,-49.7064",-23.55,-46.64,"-23.55,-46.64"
3540408,Populina,São Paulo,SP,False,Sudeste,-19.9453,-50.538,"-19.9453,-50.538",-23.55,-46.64,"-23.55,-46.64"
3540507,Porangaba,São Paulo,SP,False,Sudeste,-23.1761,-48.1195,"-23.1761,-48.1195",-23.55,-46.64,"-23.55,-46.64"
3540606,Porto Feliz,São Paulo,SP,False,Sudeste,-23.2093,-47.5251,"-23.2093,-47.5251",-23.55,-46.64,"-23.55,-46.64"
3540705,Porto Ferreira,São Paulo,SP,False,Sudeste,-21.8498,-47.487,"-21.8498,-47.487",-23.55,-46.64,"-23.55,-46.64"
3540754,Potim,São Paulo,SP,False,Sudeste,-22.8343,-45.2552,"-22.8343,-45.2552",-23.55,-46.64,"-23.55,-46.64"
3540804,Potirendaba,São Paulo,SP,False,Sudeste,-21.0428,-49.3815,"-21.0428,-49.3815",-23.55,-46.64,"-23.55,-46.64"
3540853,Pracinha,São Paulo,SP,False,Sudeste,-21.8496,-51.0868,"-21.8496,-51.0868",-23.55,-46.64,"-23.55,-46.64"
3540903,Pradopolis,São Paulo,SP,False,Sudeste,-21.3626,-48.0679,"-21.3626,-48.0679",-23.55,-46.64,"-23.55,-46.64"
3541000,Praia Grande,São Paulo,SP,False,Sudeste,-24.0084,-46.4121,"-24.0084,-46.4121",-23.55,-46.64,"-23.55,-46.64"
3541059,Pratania,São Paulo,SP,False,Sudeste,-22.8112,-48.6636,"-22.8112,-48.6636",-23.55,-46.64,"-23.55,-46.64"
3541109,Presidente Alves,São Paulo,SP,False,Sudeste,-22.0999,-49.4381,"-22.0999,-49.4381",-23.55,-46.64,"-23.55,-46.64"
3541208,Presidente Bernardes,São Paulo,SP,False,Sudeste,-22.0082,-51.5565,"-22.0082,-51.5565",-23.55,-46.64,"-23.55,-46.64"
3541307,Presidente Epitacio,São Paulo,SP,False,Sudeste,-21.7651,-52.1111,"-21.7651,-52.1111",-23.55,-46.64,"-23.55,-46.64"
3541406,Presidente Prudente,São Paulo,SP,False,Sudeste,-22.1207,-51.3925,"-22.1207,-51.3925",-23.55,-46.64,"-23.55,-46.64"
3541505,Presidente Venceslau,São Paulo,SP,False,Sudeste,-21.8732,-51.8447,"-21.8732,-51.8447",-23.55,-46.64,"-23.55,-46.64"
3541604,Promissao,São Paulo,SP,False,Sudeste,-21.5356,-49.8599,"-21.5356,-49.8599",-23.55,-46.64,"-23.55,-46.64"
3541653,Quadra,São Paulo,SP,False,Sudeste,-23.2993,-48.0547,"-23.2993,-48.0547",-23.55,-46.64,"-23.55,-46.64"
3541703,Quata,São Paulo,SP,False,Sudeste,-22.2456,-50.6966,"-22.2456,-50.6966",-23.55,-46.64,"-23.55,-46.64"
3541802,Queiroz,São Paulo,SP,False,Sudeste,-21.7969,-50.2415,"-21.7969,-50.2415",-23.55,-46.64,"-23.55,-46.64"
3541901,Queluz,São Paulo,SP,False,Sudeste,-22.5312,-44.7781,"-22.5312,-44.7781",-23.55,-46.64,"-23.55,-46.64"
3542008,Quintana,São Paulo,SP,False,Sudeste,-22.0692,-50.307,"-22.0692,-50.307",-23.55,-46.64,"-23.55,-46.64"
3542107,Rafard,São Paulo,SP,False,Sudeste,-23.0105,-47.5318,"-23.0105,-47.5318",-23.55,-46.64,"-23.55,-46.64"
3542206,Rancharia,São Paulo,SP,False,Sudeste,-22.2269,-50.893,"-22.2269,-50.893",-23.55,-46.64,"-23.55,-46.64"
